isolate,n_genes,ST,Phylogroup
esc_pa5064aa_as,297,11,E
esc_pa5065aa_as,295,1804,E
esc_pa5066aa_as,292,11,E
esc_pa5067aa_as,292,11,E
esc_pa5068aa_as,288,11,E
esc_pa5069aa_as,292,11,E
esc_pa5070aa_as,291,11,E
esc_pa5071aa_as,291,11,E
esc_pa5072aa_as,292,11,E
esc_pa5073aa_as,297,11,E
esc_pa5074aa_as,291,11,E
esc_pa5075aa_as,292,11,E
esc_pa5076aa_as,294,11,E
esc_pa5077aa_as,295,11,E
esc_pa5078aa_as,292,11,E
esc_pa5079aa_as,293,11,E
esc_pa5080aa_as,291,11,E
esc_pa5081aa_as,292,11,E
esc_pa5082aa_as,288,11,E
esc_pa5083aa_as,291,11,E
esc_pa5084aa_as,290,11,E
esc_pa5085aa_as,297,11,E
esc_pa5086aa_as,291,11,E
esc_pa5087aa_as,295,11,E
esc_pa5088aa_as,293,11,E
esc_pa5089aa_as,292,11,E
esc_pa5090aa_as,292,11,E
esc_pa5091aa_as,291,11,E
esc_pa5092aa_as,292,11,E
esc_pa5093aa_as,291,11,E
esc_pa5094aa_as,292,11,E
esc_pa5095aa_as,299,11,E
esc_pa5096aa_as,293,11,E
esc_pa5097aa_as,292,11,E
esc_pa5098aa_as,297,11,E
esc_pa5099aa_as,292,11,E
esc_pa5100aa_as,292,11,E
esc_pa5101aa_as,297,11,E
esc_pa5102aa_as,299,11,E
esc_pa5103aa_as,290,11,E
esc_pa5104aa_as,294,11,E
esc_pa5105aa_as,297,11,E
esc_pa5106aa_as,292,11,E
esc_pa5107aa_as,292,11,E
esc_pa5108aa_as,292,11,E
esc_pa5109aa_as,295,11,E
esc_pa5110aa_as,292,11,E
esc_pa5111aa_as,297,11,E
esc_pa5112aa_as,292,11,E
esc_pa5113aa_as,294,11,E
esc_pa5114aa_as,291,11,E
esc_pa5115aa_as,294,11,E
esc_pa5116aa_as,297,11,E
esc_pa5117aa_as,293,11,E
esc_pa5118aa_as,290,11,E
esc_pa5119aa_as,290,11,E
esc_pa5120aa_as,297,11,E
esc_pa5121aa_as,291,11,E
esc_pa5122aa_as,289,11,E
esc_pa5123aa_as,288,11,E
esc_pa5124aa_as,293,11,E
esc_pa5125aa_as,294,11,E
esc_pa5126aa_as,295,11,E
esc_pa5127aa_as,291,11,E
esc_pa5128aa_as,297,11,E
esc_pa5130aa_as,297,11,E
esc_pa5131aa_as,291,11,E
esc_pa5132aa_as,293,11,E
esc_pa5133aa_as,287,11,E
esc_pa5134aa_as,288,11,E
esc_pa5135aa_as,291,11,E
esc_pa5136aa_as,292,11,E
esc_pa5137aa_as,294,11,E
esc_pa5138aa_as,288,11,E
esc_pa5139aa_as,289,11,E
esc_pa5140aa_as,294,11,E
esc_pa5141aa_as,290,11,E
esc_pa5142aa_as,293,11,E
esc_pa5143aa_as,292,11,E
esc_pa5144aa_as,296,11,E
esc_pa5145aa_as,292,11,E
esc_pa5146aa_as,292,11,E
esc_pa5147aa_as,294,11,E
esc_pa5148aa_as,293,11,E
esc_pa5149aa_as,290,11,E
esc_pa5150aa_as,296,11,E
esc_pa5151aa_as,290,11,E
esc_pa5152aa_as,295,11,E
esc_pa5153aa_as,292,11,E
esc_pa5154aa_as,293,11,E
esc_pa5155aa_as,295,11,E
esc_pa5156aa_as,292,11,E
esc_pa5157aa_as,290,11,E
esc_pa5158aa_as,292,11,E
esc_pa5159aa_as,293,11,E
esc_pa5160aa_as,291,11,E
esc_pa5161aa_as,291,11,E
esc_pa5162aa_as,288,11,E
esc_pa5163aa_as,290,11,E
esc_pa5164aa_as,294,11,E
esc_pa5165aa_as,292,11,E
esc_pa5166aa_as,290,11,E
esc_pa5167aa_as,295,11,E
esc_pa5168aa_as,293,11,E
esc_pa5169aa_as,292,11,E
esc_pa5171aa_as,290,11,E
esc_pa5172aa_as,290,11,E
esc_pa5173aa_as,290,11,E
esc_pa5174aa_as,296,11,E
esc_pa5175aa_as,290,11,E
esc_pa5176aa_as,290,11,E
esc_pa5177aa_as,293,11,E
esc_pa5178aa_as,296,11,E
esc_pa5179aa_as,290,11,E
esc_pa5180aa_as,292,11,E
esc_pa5181aa_as,291,11,E
esc_pa5182aa_as,292,11,E
esc_pa5183aa_as,293,11,E
esc_pa5184aa_as,290,11,E
esc_pa5185aa_as,293,11,E
esc_pa5186aa_as,295,11,E
esc_pa5187aa_as,292,11,E
esc_pa5188aa_as,290,11,E
esc_pa5189aa_as,292,11,E
esc_pa5190aa_as,291,11,E
esc_pa5191aa_as,296,11,E
esc_pa5192aa_as,291,11,E
esc_pa5193aa_as,292,11,E
esc_pa5194aa_as,292,11,E
esc_pa5196aa_as,291,11,E
esc_pa5197aa_as,291,11,E
esc_pa5198aa_as,291,11,E
esc_pa5199aa_as,296,11,E
esc_pa5200aa_as,290,11,E
esc_pa5201aa_as,289,11,E
esc_pa5202aa_as,288,11,E
esc_pa5203aa_as,292,11,E
esc_pa5204aa_as,292,11,E
esc_pa5205aa_as,294,11,E
esc_pa5206aa_as,294,11,E
esc_pa5207aa_as,295,11,E
esc_pa5208aa_as,292,11,E
esc_pa5210aa_as,292,11,E
esc_pa5211aa_as,294,11,E
esc_pa5212aa_as,291,11,E
esc_pa5213aa_as,290,11,E
esc_pa5214aa_as,291,11,E
esc_pa5215aa_as,291,11,E
esc_pa5217aa_as,292,11,E
esc_pa5218aa_as,292,11,E
esc_pa5219aa_as,290,11,E
esc_pa5220aa_as,294,11,E
esc_pa5221aa_as,295,11,E
esc_pa5222aa_as,295,1833,E
esc_pa5223aa_as,294,11,E
esc_pa5225aa_as,290,11,E
esc_pa5226aa_as,294,11,E
esc_pa5228aa_as,296,11,E
esc_pa5229aa_as,294,11,E
esc_pa5230aa_as,291,11,E
esc_pa5231aa_as,297,11,E
esc_pa5232aa_as,296,1804,E
esc_pa5233aa_as,295,11,E
esc_pa5234aa_as,296,11,E
esc_pa5235aa_as,291,11,E
esc_pa5236aa_as,290,11,E
esc_pa5237aa_as,292,11,E
esc_pa5238aa_as,293,11,E
esc_pa5239aa_as,296,11,E
esc_pa5240aa_as,292,11,E
esc_pa5241aa_as,295,11,E
esc_pa5243aa_as,294,11,E
esc_pa5244aa_as,294,11,E
esc_pa5245aa_as,293,11,E
esc_pa5246aa_as,300,11,E
esc_pa5247aa_as,294,11,E
esc_pa5250aa_as,291,11,E
esc_pa5251aa_as,295,11,E
esc_pa5252aa_as,267,11,E
esc_pa5253aa_as,294,11,E
esc_pa5255aa_as,290,11,E
esc_pa5256aa_as,291,11,E
esc_pa5257aa_as,295,11,E
esc_pa5258aa_as,293,11,E
esc_pa5259aa_as,292,11,E
esc_pa5260aa_as,292,11,E
esc_pa5261aa_as,293,11,E
esc_pa5262aa_as,293,11,E
esc_pa5263aa_as,297,11,E
esc_pa5264aa_as,292,11,E
esc_pa5265aa_as,293,11,E
esc_pa5266aa_as,292,11,E
esc_pa5267aa_as,292,11,E
esc_pa5268aa_as,293,11,E
esc_pa5269aa_as,292,11,E
esc_pa5270aa_as,291,11,E
esc_pa5271aa_as,293,11,E
esc_pa5272aa_as,296,1833,E
esc_pa5273aa_as,286,11,E
esc_pa5275aa_as,289,11,E
esc_pa5276aa_as,296,11,E
esc_pa5277aa_as,296,11,E
esc_pa5278aa_as,292,11,E
esc_pa5279aa_as,296,11,E
esc_pa5280aa_as,295,11,E
esc_pa5281aa_as,295,11,E
esc_pa5282aa_as,295,11,E
esc_pa5284aa_as,294,11,E
esc_pa5286aa_as,296,11,E
esc_pa5288aa_as,295,11,E
esc_pa5290aa_as,276,11,E
esc_pa5291aa_as,295,11,E
esc_pa5292aa_as,293,11,E
esc_pa5296aa_as,287,11,E
esc_pa5297aa_as,291,11,E
esc_pa5298aa_as,295,11,E
esc_pa5300aa_as,296,11,E
esc_pa5302aa_as,294,11,E
esc_pa5304aa_as,294,1833,E
esc_pa5306aa_as,295,11,E
esc_pa5307aa_as,295,11,E
esc_pa5308aa_as,292,11,E
esc_pa5310aa_as,293,11,E
esc_pa5311aa_as,296,1833,E
esc_pa5314aa_as,296,11,E
esc_pa5315aa_as,299,11,E
esc_pa5316aa_as,296,11,E
esc_pa5317aa_as,290,11,E
esc_pa5318aa_as,292,11,E
esc_pa5319aa_as,296,11,E
esc_pa5320aa_as,295,11,E
esc_pa5321aa_as,296,11,E
esc_pa5323aa_as,295,11,E
esc_pa5324aa_as,292,11,E
esc_pa5326aa_as,295,11,E
esc_pa5327aa_as,283,11,E
esc_pa5329aa_as,294,11,E
esc_pa5333aa_as,295,11,E
esc_pa5334aa_as,295,11,E
esc_pa5337aa_as,296,11,E
esc_pa5339aa_as,296,11,E
esc_pa5343aa_as,296,11,E
esc_pa5344aa_as,294,11,E
esc_pa5346aa_as,277,11,E
esc_pa5347aa_as,293,11,E
esc_pa5348aa_as,267,11,E
esc_pa5349aa_as,294,11,E
esc_pa5351aa_as,296,11,E
esc_pa5352aa_as,272,11,E
esc_pa5354aa_as,296,11,E
esc_pa5357aa_as,296,11,E
esc_pa5358aa_as,296,11,E
esc_pa5359aa_as,291,11,E
esc_pa5360aa_as,296,11,E
esc_pa5363aa_as,292,11,E
esc_pa5368aa_as,294,11,E
esc_pa5370aa_as,292,11,E
esc_pa5371aa_as,293,11,E
esc_pa5372aa_as,296,11,E
esc_pa5373aa_as,297,11,E
esc_pa5374aa_as,297,11,E
esc_pa5375aa_as,293,11,E
esc_pa5376aa_as,295,11,E
esc_pa5377aa_as,297,11,E
esc_pa5378aa_as,291,11,E
esc_pa5380aa_as,298,11,E
esc_pa5381aa_as,291,11,E
esc_pa5383aa_as,292,11,E
esc_pa5384aa_as,296,11,E
esc_pa5386aa_as,296,11,E
esc_pa5388aa_as,294,11,E
esc_pa5389aa_as,292,11,E
esc_pa5390aa_as,294,11,E
esc_pa5391aa_as,300,11,E
esc_pa5392aa_as,292,11,E
esc_pa5393aa_as,294,11,E
esc_pa5394aa_as,293,11,E
esc_pa5395aa_as,292,11,E
esc_pa5396aa_as,292,11,E
esc_pa5397aa_as,292,11,E
esc_pa5398aa_as,292,11,E
esc_pa5399aa_as,296,7653,E
esc_pa5400aa_as,295,11,E
esc_pa5401aa_as,290,11,E
esc_pa5402aa_as,293,11,E
esc_pa5403aa_as,297,11,E
esc_pa5404aa_as,292,11,E
esc_pa5405aa_as,268,11,E
esc_pa5406aa_as,295,11,E
esc_pa5407aa_as,295,7653,E
esc_pa5408aa_as,295,11,E
esc_pa5409aa_as,292,11,E
esc_pa5410aa_as,294,11,E
esc_pa5411aa_as,292,11,E
esc_pa5414aa_as,293,11,E
esc_pa5416aa_as,292,11,E
esc_pa5417aa_as,291,11,E
esc_pa5418aa_as,291,11,E
esc_pa5419aa_as,297,11,E
esc_pa5421aa_as,295,11,E
esc_pa5422aa_as,293,11,E
esc_pa5423aa_as,295,11,E
esc_pa5424aa_as,289,11,E
esc_pa5428aa_as,292,11,E
esc_pa5429aa_as,289,11,E
esc_pa5430aa_as,293,11,E
esc_pa5432aa_as,290,11,E
esc_pa5433aa_as,292,11,E
esc_pa5434aa_as,293,11,E
esc_pa5435aa_as,294,11,E
esc_pa5436aa_as,293,11,E
esc_pa5437aa_as,292,11,E
esc_pa5438aa_as,294,11,E
esc_pa5439aa_as,292,11,E
esc_pa5441aa_as,293,11,E
esc_pa5445aa_as,294,11,E
esc_pa5446aa_as,292,11,E
esc_pa5447aa_as,292,11,E
esc_pa5448aa_as,290,11,E
esc_pa5449aa_as,293,11,E
esc_pa5450aa_as,292,11,E
esc_pa5451aa_as,291,11,E
esc_pa5452aa_as,292,11,E
esc_pa5453aa_as,296,11,E
esc_pa5454aa_as,292,11,E
esc_pa5455aa_as,292,11,E
esc_pa5456aa_as,297,11,E
esc_pa5458aa_as,291,11,E
esc_pa5460aa_as,289,11,E
esc_pa5461aa_as,294,11,E
esc_pa5462aa_as,292,11,E
esc_pa5463aa_as,291,11,E
esc_pa5464aa_as,290,11,E
esc_pa5465aa_as,280,11,E
esc_pa5466aa_as,292,11,E
esc_pa5467aa_as,292,11,E
esc_pa5468aa_as,293,11,E
esc_pa5469aa_as,291,11,E
esc_pa5470aa_as,296,11,E
esc_pa5471aa_as,292,11,E
esc_pa5472aa_as,292,11,E
esc_pa5473aa_as,289,11,E
esc_pa5474aa_as,294,11,E
esc_pa5477aa_as,293,11,E
esc_pa5478aa_as,294,11,E
esc_pa5479aa_as,287,11,E
esc_pa5480aa_as,293,11,E
esc_pa5481aa_as,295,11,E
esc_pa5483aa_as,296,11,E
esc_pa5485aa_as,288,11,E
esc_pa5487aa_as,292,11,E
esc_pa5489aa_as,297,11,E
esc_pa5490aa_as,297,11,E
esc_pa5491aa_as,292,11,E
esc_pa5492aa_as,292,11,E
esc_pa5494aa_as,293,11,E
esc_pa5495aa_as,295,11,E
esc_pa5496aa_as,289,11,E
esc_pa5497aa_as,294,11,E
esc_pa5498aa_as,294,11,E
esc_pa5499aa_as,298,11,E
esc_pa5500aa_as,293,11,E
esc_pa5501aa_as,293,11,E
esc_pa5502aa_as,270,11,E
esc_pa5503aa_as,291,11,E
esc_pa5504aa_as,297,11,E
esc_pa5505aa_as,292,1804,E
esc_pa5506aa_as,292,11,E
esc_pa5508aa_as,275,11,E
esc_pa5509aa_as,292,11,E
esc_pa5510aa_as,292,11,E
esc_pa5511aa_as,294,11,E
esc_pa5512aa_as,295,11,E
esc_pa5513aa_as,292,11,E
esc_pa5514aa_as,291,11,E
esc_pa5515aa_as,296,11,E
esc_pa5517aa_as,294,1804,E
esc_pa5518aa_as,296,11,E
esc_pa5519aa_as,295,11,E
esc_pa5520aa_as,292,11,E
esc_pa5521aa_as,294,11,E
esc_pa5522aa_as,292,11,E
esc_pa5523aa_as,291,11,E
esc_pa5528aa_as,259,11,E
esc_pa5529aa_as,298,11,E
esc_pa5530aa_as,294,11,E
esc_pa5531aa_as,292,11,E
esc_pa5532aa_as,290,11,E
esc_pa5533aa_as,294,11,E
esc_pa5534aa_as,292,11,E
esc_pa5535aa_as,290,11,E
esc_pa5536aa_as,297,11,E
esc_pa5537aa_as,284,11,E
esc_pa5538aa_as,293,11,E
esc_pa5539aa_as,292,11,E
esc_pa5541aa_as,292,11,E
esc_pa5542aa_as,293,11,E
esc_pa5543aa_as,297,11,E
esc_pa5544aa_as,293,11,E
esc_pa5545aa_as,296,11,E
esc_pa5546aa_as,294,11,E
esc_pa5547aa_as,297,11,E
esc_pa5548aa_as,293,11,E
esc_pa5550aa_as,296,11,E
esc_pa5552aa_as,286,11,E
esc_pa5555aa_as,292,11,E
esc_pa5556aa_as,294,11,E
esc_pa5557aa_as,293,11,E
esc_pa5560aa_as,294,11,E
esc_pa5561aa_as,293,11,E
esc_pa5562aa_as,294,11,E
esc_pa5563aa_as,292,11,E
esc_pa5564aa_as,294,11,E
esc_pa5565aa_as,291,11,E
esc_pa5567aa_as,292,11,E
esc_pa5568aa_as,289,11,E
esc_pa5570aa_as,293,11,E
esc_pa5571aa_as,295,11,E
esc_pa5572aa_as,291,11,E
esc_pa5573aa_as,294,11,E
esc_pa5575aa_as,292,11,E
esc_pa5576aa_as,292,11,E
esc_pa5578aa_as,292,11,E
esc_pa5579aa_as,292,11,E
esc_pa5580aa_as,294,11,E
esc_pa5581aa_as,293,11,E
esc_pa5582aa_as,297,11,E
esc_pa5583aa_as,293,11,E
esc_pa5585aa_as,291,11,E
esc_pa5586aa_as,294,11,E
esc_pa5587aa_as,292,11,E
esc_pa5588aa_as,299,11,E
esc_pa5589aa_as,280,11,E
esc_pa5590aa_as,293,11,E
esc_pa5591aa_as,291,11,E
esc_pa5592aa_as,297,11,E
esc_pa5593aa_as,293,11,E
esc_pa5594aa_as,295,11,E
esc_pa5595aa_as,279,11,E
esc_pa5596aa_as,293,11,E
esc_pa5597aa_as,293,11,E
esc_pa5598aa_as,295,11,E
esc_pa5599aa_as,294,11,E
esc_pa5600aa_as,300,11,E
esc_pa5601aa_as,293,11,E
esc_pa5602aa_as,294,11,E
esc_pa5603aa_as,295,11,E
esc_pa5604aa_as,293,11,E
esc_pa5605aa_as,291,11,E
esc_pa5606aa_as,293,11,E
esc_pa5608aa_as,297,11,E
esc_pa5620aa_as,286,11,E
esc_pa7871aa_as,293,11,E
esc_pa7873aa_as,300,11,E
esc_pa7874aa_as,295,11,E
esc_pa7875aa_as,294,11,E
esc_pa7876aa_as,295,11,E
esc_pa7877aa_as,296,11,E
esc_pa7878aa_as,291,11,E
esc_pa7879aa_as,291,11,E
esc_pa7881aa_as,298,11,E
esc_pa7902aa_as,292,11,E
esc_pa7903aa_as,291,11,E
esc_pa7904aa_as,293,11,E
esc_pa7905aa_as,290,11,E
esc_pa7906aa_as,297,11,E
esc_pa7907aa_as,293,11,E
esc_pa7908aa_as,296,11,E
esc_pa7909aa_as,294,11,E
esc_pa7910aa_as,290,11,E
esc_pa7911aa_as,292,11,E
esc_pa7912aa_as,297,11,E
esc_pa7913aa_as,297,11,E
esc_pa7914aa_as,292,11,E
esc_pa7915aa_as,293,11,E
esc_pa7916aa_as,297,11,E
esc_pa7917aa_as,296,11,E
esc_pa7918aa_as,292,11,E
esc_pa7919aa_as,292,11,E
esc_pa7920aa_as,292,11,E
esc_pa7921aa_as,292,11,E
esc_pa7922aa_as,291,11,E
esc_pa7924aa_as,292,11,E
esc_pa7925aa_as,294,11,E
esc_pa7926aa_as,294,11,E
esc_pa7928aa_as,295,1833,E
esc_pa7929aa_as,289,11,E
esc_pa7930aa_as,292,11,E
esc_pa7933aa_as,297,11,E
esc_pa7936aa_as,292,11,E
esc_pa7937aa_as,294,11,E
esc_pa7938aa_as,290,11,E
esc_pa7939aa_as,295,11,E
esc_pa7940aa_as,294,11,E
esc_pa7942aa_as,293,11,E
esc_pa7943aa_as,294,11,E
esc_pa7944aa_as,297,11,E
esc_pa7948aa_as,293,11,E
esc_pa7949aa_as,295,11,E
esc_pa7953aa_as,294,11,E
esc_pa7954aa_as,295,11,E
esc_pa7955aa_as,293,11,E
esc_pa7957aa_as,295,11,E
esc_pa7959aa_as,290,11,E
esc_pa7960aa_as,298,11,E
esc_pa7961aa_as,293,11,E
esc_pa7962aa_as,294,11,E
esc_pa7964aa_as,294,11,E
esc_pa7966aa_as,293,11,E
esc_pa7967aa_as,292,11,E
esc_pa9396aa_as,296,11,E
esc_pa9398aa_as,295,11,E
esc_pa9654aa_as,297,11,E
esc_pa9692aa_as,296,11,E
esc_pa9835aa_as,295,11,E
esc_pa9836aa_as,294,11,E
esc_qa0045aa_as,297,11,E
esc_qa0068aa_as,291,11,E
esc_qa2079aa_as,295,11,E
esc_qa2081aa_as,295,11,E
esc_qa2083aa_as,292,11,E
esc_qa2084aa_as,294,11,E
esc_qa2085aa_as,296,11,E
esc_qa2086aa_as,294,11,E
esc_qa2087aa_as,294,11,E
esc_qa2109aa_as,296,11,E
esc_qa2124aa_as,296,11,E
esc_qa2146aa_as,296,11,E
esc_qa2180aa_as,296,11,E
esc_qa2200aa_as,295,11,E
esc_qa2314aa_as,292,11,E
esc_qa3465aa_as,295,11,E
esc_qa3477aa_as,293,11,E
esc_qa3483aa_as,296,11,E
esc_qa3611aa_as,296,11,E
esc_qa3615aa_as,301,11,E
esc_qa3617aa_as,301,11,E
esc_qa3618aa_as,300,11,E
esc_qa3621aa_as,299,11,E
esc_qa3622aa_as,300,11,E
esc_qa3631aa_as,301,11,E
esc_qa3632aa_as,295,11,E
esc_qa3732aa_as,296,11,E
esc_qa3733aa_as,295,11,E
esc_qa3736aa_as,296,11,E
esc_qa3737aa_as,299,11,E
esc_qa3738aa_as,301,11,E
esc_qa3913aa_as,295,11,E
esc_qa4368aa_as,298,11,E
esc_qa4388aa_as,295,11,E
esc_qa4805aa_as,296,11,E
esc_qa4806aa_as,296,11,E
esc_qa4809aa_as,296,11,E
esc_qa4810aa_as,296,11,E
esc_qa4811aa_as,294,11,E
esc_qa4812aa_as,295,11,E
esc_qa4815aa_as,296,11,E
esc_qa4816aa_as,295,11,E
esc_qa4817aa_as,296,11,E
esc_qa4818aa_as,296,11,E
esc_qa4819aa_as,296,11,E
esc_qa4820aa_as,295,11,E
esc_qa4951aa_as,295,11,E
esc_qa9811aa_as,294,11,E
esc_qa9936aa_as,299,11,E
esc_ra0279aa_as,299,11,E
esc_ra0280aa_as,298,11,E
esc_ra0281aa_as,298,11,E
esc_ra0289aa_as,288,11,E
esc_ra0291aa_as,298,11,E
esc_ra0292aa_as,297,11,E
esc_ra0293aa_as,299,11,E
esc_ra0294aa_as,298,11,E
esc_ra0295aa_as,298,11,E
esc_ra0297aa_as,298,11,E
esc_ra0300aa_as,298,11,E
esc_ra0301aa_as,297,11,E
esc_ra0302aa_as,297,11,E
esc_ra0305aa_as,299,11,E
esc_ra0307aa_as,300,11,E
esc_ra0308aa_as,294,11,E
esc_ra0311aa_as,301,11,E
esc_ra0316aa_as,299,11,E
esc_ra0319aa_as,300,11,E
esc_ra0718aa_as,299,11,E
esc_ra1233aa_as,296,11,E
esc_ra1236aa_as,302,11,E
esc_ra1599aa_as,293,11,E
esc_ra1601aa_as,293,11,E
esc_ra1602aa_as,293,11,E
esc_ra1603aa_as,293,11,E
esc_ra2318aa_as,296,11,E
esc_ra2324aa_as,298,11,E
esc_ra2380aa_as,296,11,E
esc_ra2562aa_as,294,11,E
esc_ra3355aa_as,290,11,E
esc_ra3571aa_as,297,11,E
esc_ra3587aa_as,295,11,E
esc_ra3590aa_as,294,11,E
esc_ra3591aa_as,293,11,E
esc_ra3597aa_as,295,11,E
esc_ra3602aa_as,299,11,E
esc_ra3604aa_as,289,11,E
esc_ra3622aa_as,296,11,E
esc_ra3696aa_as,296,11,E
esc_ra3700aa_as,296,11,E
esc_ra3702aa_as,296,11,E
esc_ra3703aa_as,296,11,E
esc_ra3704aa_as,294,11,E
esc_ra3705aa_as,296,11,E
esc_ra3707aa_as,296,11,E
esc_ra3708aa_as,296,11,E
esc_ra3710aa_as,295,11,E
esc_ra3711aa_as,295,11,E
esc_ra3714aa_as,296,11,E
esc_ra3718aa_as,296,11,E
esc_ra3720aa_as,293,11,E
esc_ra3728aa_as,295,11,E
esc_ra3729aa_as,296,11,E
esc_ra3730aa_as,295,11,E
esc_ra4410aa_as,294,11,E
esc_ra4417aa_as,295,11,E
esc_ra4418aa_as,295,11,E
esc_ra4419aa_as,295,11,E
esc_ra4422aa_as,295,11,E
esc_ra4423aa_as,296,11,E
esc_ra5219aa_as,295,11,E
esc_ra6397aa_as,291,11,E
esc_ra7009aa_as,298,11,E
esc_ra7068aa_as,296,11,E
esc_ra7072aa_as,298,11,E
esc_ra7075aa_as,297,11,E
esc_ra7076aa_as,294,11,E
esc_ra7079aa_as,297,11,E
esc_ra7080aa_as,297,11,E
esc_ra7083aa_as,297,11,E
esc_ra7085aa_as,296,11,E
esc_ra7087aa_as,298,11,E
esc_ra7088aa_as,296,11,E
esc_ra7091aa_as,296,11,E
esc_ra7092aa_as,297,11,E
esc_ra7256aa_as,296,7653,E
esc_ra7258aa_as,298,11,E
esc_ra7268aa_as,297,11,E
esc_ra7276aa_as,296,11,E
esc_ra7277aa_as,297,11,E
esc_ra7280aa_as,297,11,E
esc_ra7281aa_as,297,11,E
esc_ra7285aa_as,296,11,E
esc_ra7286aa_as,296,11,E
esc_ra7287aa_as,297,11,E
esc_ra7288aa_as,297,11,E
esc_ra7761aa_as,299,11,E
esc_ra7762aa_as,296,11,E
esc_ra7763aa_as,297,11,E
esc_ra7765aa_as,297,11,E
esc_ra7766aa_as,296,11,E
esc_ra8116aa_as,293,11,E
esc_ra8124aa_as,293,11,E
esc_ra8127aa_as,293,11,E
esc_ra8128aa_as,293,11,E
esc_ra8129aa_as,293,11,E
11657_5#13,344,131,B2
11657_5#22,344,131,B2
11657_5#24,343,131,B2
11657_5#46,342,131,B2
11657_5#61,343,131,B2
11657_5#7,341,131,B2
11657_5#8,337,5387,B2
11657_5#80,339,131,B2
11657_5#92,343,131,B2
11657_5#94,343,131,B2
11657_6#11,343,131,B2
11657_6#14,345,131,B2
11657_6#16,342,131,B2
11657_6#37,343,131,B2
11657_6#47,336,131,B2
11657_6#63,343,131,B2
11657_6#64,342,131,B2
11657_6#65,341,131,B2
11657_6#67,343,131,B2
11657_6#72,333,131,B2
11657_6#91,344,131,B2
11657_6#94,337,131,B2
11657_7#12,342,131,B2
11657_7#21,340,131,B2
11657_7#22,340,131,B2
11657_7#23,343,131,B2
11657_7#47,344,131,B2
11657_7#66,340,131,B2
11657_7#70,340,131,B2
11657_7#73,346,131,B2
11657_7#77,345,131,B2
11657_7#78,351,131,B2
11657_7#89,340,131,B2
11657_7#95,344,131,B2
11658_3#15,344,131,B2
11658_3#16,347,131,B2
11658_3#18,342,131,B2
11658_3#36,344,131,B2
11658_3#38,344,131,B2
11658_3#4,345,131,B2
11658_3#41,343,131,B2
11658_3#42,344,131,B2
11658_3#55,343,131,B2
11658_3#56,332,131,B2
11658_3#74,341,131,B2
11658_3#8,336,131,B2
11658_3#86,341,131,B2
11658_3#94,347,131,B2
11658_4#18,345,131,B2
11658_4#57,332,131,B2
11658_4#60,343,131,B2
11658_4#61,343,131,B2
11658_4#66,339,131,B2
11658_4#74,343,131,B2
11658_4#77,339,131,B2
11658_4#80,341,131,B2
11658_4#81,341,131,B2
11658_4#85,338,131,B2
11658_5#11,342,131,B2
11658_5#14,342,131,B2
11658_5#19,343,131,B2
11658_5#2,346,131,B2
11658_5#26,343,131,B2
11658_5#28,343,131,B2
11658_5#32,343,131,B2
11658_5#41,344,131,B2
11658_5#5,331,131,B2
11658_5#53,339,131,B2
11658_5#57,340,131,B2
11658_5#66,342,131,B2
11658_6#10,342,131,B2
11658_6#13,344,131,B2
11658_6#34,343,131,B2
11658_6#41,342,131,B2
11658_6#43,342,131,B2
11658_6#63,339,5630,B2
11658_6#64,343,131,B2
11658_6#73,341,131,B2
11658_6#81,344,131,B2
11658_6#82,341,131,B2
11658_6#88,342,131,B2
11658_6#91,349,131,B2
11658_6#92,342,131,B2
11658_7#15,343,131,B2
11658_7#16,345,131,B2
11658_7#17,341,131,B2
11658_7#30,348,131,B2
11658_7#33,344,131,B2
11658_7#52,345,131,B2
11658_7#57,345,131,B2
11658_7#64,341,131,B2
11658_7#65,344,131,B2
11658_7#67,346,131,B2
11658_7#7,346,131,B2
11658_7#71,343,131,B2
11658_7#78,344,131,B2
11658_7#8,347,131,B2
11658_7#86,344,131,B2
11658_7#90,345,131,B2
11658_7#93,343,131,B2
11658_8#27,342,131,B2
11658_8#55,342,131,B2
11658_8#64,343,131,B2
11658_8#78,342,131,B2
11658_8#84,343,131,B2
11658_8#85,343,131,B2
11658_8#92,345,131,B2
11658_8#93,346,131,B2
11679_4#32,343,131,B2
11679_4#35,344,131,B2
11679_4#39,343,131,B2
11679_4#4,342,131,B2
11679_4#40,344,131,B2
11679_4#52,344,131,B2
11679_4#53,346,131,B2
11679_4#54,344,131,B2
11679_4#56,345,131,B2
11679_4#58,340,131,B2
11679_4#62,342,131,B2
11679_4#66,343,131,B2
11679_4#8,345,131,B2
11679_4#89,345,131,B2
11679_4#91,342,131,B2
11679_4#92,340,131,B2
11679_4#95,344,131,B2
11679_5#12,340,131,B2
11679_5#33,343,131,B2
11679_5#44,344,131,B2
11679_5#77,338,131,B2
11679_5#80,344,131,B2
11679_5#90,338,131,B2
11679_5#94,344,131,B2
11679_6#45,341,131,B2
11679_6#49,335,131,B2
11679_6#93,344,131,B2
11679_6#94,341,131,B2
11679_6#95,336,131,B2
11679_7#26,330,131,B2
11679_7#42,344,131,B2
11679_7#44,344,131,B2
11679_7#5,343,131,B2
11679_7#54,334,131,B2
11679_7#58,344,131,B2
11679_7#70,342,131,B2
11679_7#8,345,131,B2
11679_7#85,343,131,B2
